Location,Latitude,Longitude,Year,Magnitude
Puducherry,11.9139,79.8145,2006,9.9
Kerala Coast,9.9312,76.2673,2017,5.5
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2015,6.3
Lakshadweep Islands,10.5667,72.6417,2013,8.4
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2019,6.6
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2024,7.6
"Chennai, Tamil Nadu",13.0827,80.2707,2015,8.3
Odisha Coast,19.8074,85.8254,2009,7.0
Odisha Coast,19.8074,85.8254,2024,7.5
Maharashtra Coast (Mumbai),19.076,72.8777,2022,7.2
"Vizag, Andhra Pradesh",17.6868,83.2185,2011,8.9
Lakshadweep Islands,10.5667,72.6417,2023,9.8
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2021,9.9
Odisha Coast,19.8074,85.8254,2023,7.1
"Vizag, Andhra Pradesh",17.6868,83.2185,2005,9.4
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2006,9.4
Andaman and Nicobar Islands,11.7401,92.6586,2009,7.8
"Chennai, Tamil Nadu",13.0827,80.2707,2017,8.6
West Bengal Coast,21.8876,87.7789,2016,8.4
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2020,8.7
Andaman and Nicobar Islands,11.7401,92.6586,2024,8.6
"Cuddalore, Tamil Nadu",11.7447,79.768,2022,6.1
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2023,7.5
"Vizag, Andhra Pradesh",17.6868,83.2185,2020,7.2
West Bengal Coast,21.8876,87.7789,2024,7.9
"Chennai, Tamil Nadu",13.0827,80.2707,2019,6.9
Andaman and Nicobar Islands,11.7401,92.6586,2024,7.7
Lakshadweep Islands,10.5667,72.6417,2007,9.1
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2024,7.1
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2009,8.9
West Bengal Coast,21.8876,87.7789,2009,7.7
"Cuddalore, Tamil Nadu",11.7447,79.768,2007,5.5
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2009,9.0
Lakshadweep Islands,10.5667,72.6417,2021,5.8
"Vizag, Andhra Pradesh",17.6868,83.2185,2024,6.4
Odisha Coast,19.8074,85.8254,2021,6.1
Lakshadweep Islands,10.5667,72.6417,2012,8.9
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2016,8.7
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2007,6.0
Maharashtra Coast (Mumbai),19.076,72.8777,2011,9.3
Lakshadweep Islands,10.5667,72.6417,2019,8.6
Andaman and Nicobar Islands,11.7401,92.6586,2008,7.1
Maharashtra Coast (Mumbai),19.076,72.8777,2005,6.9
West Bengal Coast,21.8876,87.7789,2024,6.8
"Cuddalore, Tamil Nadu",11.7447,79.768,2021,7.9
"Cuddalore, Tamil Nadu",11.7447,79.768,2007,5.4
"Cuddalore, Tamil Nadu",11.7447,79.768,2015,9.1
Odisha Coast,19.8074,85.8254,2009,6.1
Puducherry,11.9139,79.8145,2017,7.7
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2024,7.8
Maharashtra Coast (Mumbai),19.076,72.8777,2013,7.3
Maharashtra Coast (Mumbai),19.076,72.8777,2005,5.7
Lakshadweep Islands,10.5667,72.6417,2005,7.3
Kerala Coast,9.9312,76.2673,2023,5.1
"Chennai, Tamil Nadu",13.0827,80.2707,2021,7.0
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2009,9.6
Kerala Coast,9.9312,76.2673,2022,7.0
West Bengal Coast,21.8876,87.7789,2020,8.7
Kerala Coast,9.9312,76.2673,2019,5.2
Odisha Coast,19.8074,85.8254,2012,5.8
Lakshadweep Islands,10.5667,72.6417,2007,6.5
"Cuddalore, Tamil Nadu",11.7447,79.768,2009,9.5
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2024,9.8
Lakshadweep Islands,10.5667,72.6417,2016,8.0
Andaman and Nicobar Islands,11.7401,92.6586,2005,6.5
Andaman and Nicobar Islands,11.7401,92.6586,2006,8.1
Odisha Coast,19.8074,85.8254,2014,5.1
Odisha Coast,19.8074,85.8254,2008,7.3
Puducherry,11.9139,79.8145,2009,9.8
"Chennai, Tamil Nadu",13.0827,80.2707,2012,7.7
"Cuddalore, Tamil Nadu",11.7447,79.768,2022,7.9
Andaman and Nicobar Islands,11.7401,92.6586,2024,5.1
Odisha Coast,19.8074,85.8254,2008,8.7
"Cuddalore, Tamil Nadu",11.7447,79.768,2005,7.2
Kerala Coast,9.9312,76.2673,2010,7.4
"Cuddalore, Tamil Nadu",11.7447,79.768,2004,6.2
Kerala Coast,9.9312,76.2673,2023,7.7
West Bengal Coast,21.8876,87.7789,2017,8.4
Lakshadweep Islands,10.5667,72.6417,2010,5.5
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2005,6.6
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2015,9.8
"Chennai, Tamil Nadu",13.0827,80.2707,2018,5.2
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2020,5.9
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2007,8.6
Maharashtra Coast (Mumbai),19.076,72.8777,2012,9.2
Odisha Coast,19.8074,85.8254,2023,8.9
Kerala Coast,9.9312,76.2673,2021,6.7
West Bengal Coast,21.8876,87.7789,2009,7.7
"Chennai, Tamil Nadu",13.0827,80.2707,2006,5.4
"Chennai, Tamil Nadu",13.0827,80.2707,2013,6.6
Puducherry,11.9139,79.8145,2005,6.9
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2018,6.8
"Chennai, Tamil Nadu",13.0827,80.2707,2007,5.2
Lakshadweep Islands,10.5667,72.6417,2021,7.3
"Chennai, Tamil Nadu",13.0827,80.2707,2013,6.1
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2005,7.5
Maharashtra Coast (Mumbai),19.076,72.8777,2011,9.4
Lakshadweep Islands,10.5667,72.6417,2021,7.5
Lakshadweep Islands,10.5667,72.6417,2022,8.6
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2004,5.6
"Vizag, Andhra Pradesh",17.6868,83.2185,2008,6.9
West Bengal Coast,21.8876,87.7789,2009,10.0
Odisha Coast,19.8074,85.8254,2022,9.2
Maharashtra Coast (Mumbai),19.076,72.8777,2011,10.0
Puducherry,11.9139,79.8145,2012,8.0
West Bengal Coast,21.8876,87.7789,2008,6.5
Puducherry,11.9139,79.8145,2014,8.6
"Chennai, Tamil Nadu",13.0827,80.2707,2011,6.8
West Bengal Coast,21.8876,87.7789,2019,6.8
Puducherry,11.9139,79.8145,2010,8.7
Lakshadweep Islands,10.5667,72.6417,2022,7.6
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2008,7.1
Puducherry,11.9139,79.8145,2008,8.9
"Vizag, Andhra Pradesh",17.6868,83.2185,2005,6.8
Andaman and Nicobar Islands,11.7401,92.6586,2005,6.7
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2022,8.9
Puducherry,11.9139,79.8145,2004,5.1
Kerala Coast,9.9312,76.2673,2006,8.5
West Bengal Coast,21.8876,87.7789,2024,7.1
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2013,7.8
Maharashtra Coast (Mumbai),19.076,72.8777,2017,9.4
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2008,9.8
Maharashtra Coast (Mumbai),19.076,72.8777,2005,5.6
"Vizag, Andhra Pradesh",17.6868,83.2185,2011,7.4
Kerala Coast,9.9312,76.2673,2021,6.8
Puducherry,11.9139,79.8145,2013,5.2
Maharashtra Coast (Mumbai),19.076,72.8777,2017,8.1
"Vizag, Andhra Pradesh",17.6868,83.2185,2023,9.2
"Vizag, Andhra Pradesh",17.6868,83.2185,2023,5.5
West Bengal Coast,21.8876,87.7789,2015,6.1
Kerala Coast,9.9312,76.2673,2004,9.2
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2006,5.1
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2015,5.8
"Vizag, Andhra Pradesh",17.6868,83.2185,2019,6.9
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2021,8.0
Puducherry,11.9139,79.8145,2011,7.9
Kerala Coast,9.9312,76.2673,2023,9.7
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2015,9.4
Andaman and Nicobar Islands,11.7401,92.6586,2021,8.9
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2009,9.4
Maharashtra Coast (Mumbai),19.076,72.8777,2014,7.4
"Chennai, Tamil Nadu",13.0827,80.2707,2007,8.2
Lakshadweep Islands,10.5667,72.6417,2012,8.9
"Vizag, Andhra Pradesh",17.6868,83.2185,2012,8.6
Odisha Coast,19.8074,85.8254,2004,7.7
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2018,9.0
"Chennai, Tamil Nadu",13.0827,80.2707,2009,9.3
"Chennai, Tamil Nadu",13.0827,80.2707,2015,9.5
Kerala Coast,9.9312,76.2673,2012,8.1
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2020,9.8
"Chennai, Tamil Nadu",13.0827,80.2707,2004,5.7
Maharashtra Coast (Mumbai),19.076,72.8777,2006,7.2
Odisha Coast,19.8074,85.8254,2014,7.2
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2017,8.8
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2006,5.5
"Vizag, Andhra Pradesh",17.6868,83.2185,2013,6.6
Maharashtra Coast (Mumbai),19.076,72.8777,2021,7.3
Maharashtra Coast (Mumbai),19.076,72.8777,2016,7.4
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2013,5.5
Lakshadweep Islands,10.5667,72.6417,2018,5.5
Odisha Coast,19.8074,85.8254,2021,8.4
Odisha Coast,19.8074,85.8254,2015,8.6
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2010,9.2
Puducherry,11.9139,79.8145,2014,5.5
Odisha Coast,19.8074,85.8254,2022,8.1
Puducherry,11.9139,79.8145,2016,6.5
Lakshadweep Islands,10.5667,72.6417,2020,7.5
Lakshadweep Islands,10.5667,72.6417,2015,8.0
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2023,6.5
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2016,9.7
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2023,8.8
"Vizag, Andhra Pradesh",17.6868,83.2185,2020,5.8
"Chennai, Tamil Nadu",13.0827,80.2707,2012,7.8
Andaman and Nicobar Islands,11.7401,92.6586,2019,5.5
Maharashtra Coast (Mumbai),19.076,72.8777,2005,9.5
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2015,9.1
West Bengal Coast,21.8876,87.7789,2009,5.3
"Chennai, Tamil Nadu",13.0827,80.2707,2024,7.1
West Bengal Coast,21.8876,87.7789,2022,9.4
Odisha Coast,19.8074,85.8254,2016,7.8
Andaman and Nicobar Islands,11.7401,92.6586,2005,5.6
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2022,6.6
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2023,9.4
"Chennai, Tamil Nadu",13.0827,80.2707,2018,8.2
Andaman and Nicobar Islands,11.7401,92.6586,2023,6.6
West Bengal Coast,21.8876,87.7789,2013,6.6
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2007,6.2
Lakshadweep Islands,10.5667,72.6417,2018,5.5
"Cuddalore, Tamil Nadu",11.7447,79.768,2015,7.0
Maharashtra Coast (Mumbai),19.076,72.8777,2010,6.7
Odisha Coast,19.8074,85.8254,2023,8.0
Kerala Coast,9.9312,76.2673,2023,9.7
Andaman and Nicobar Islands,11.7401,92.6586,2023,8.1
"Cuddalore, Tamil Nadu",11.7447,79.768,2012,9.6
"Vizag, Andhra Pradesh",17.6868,83.2185,2018,8.2
Puducherry,11.9139,79.8145,2004,8.5
Kerala Coast,9.9312,76.2673,2023,6.6
"Chennai, Tamil Nadu",13.0827,80.2707,2008,5.0
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2020,7.9
"Cuddalore, Tamil Nadu",11.7447,79.768,2012,5.3
Kerala Coast,9.9312,76.2673,2012,6.7
Kerala Coast,9.9312,76.2673,2006,9.7
Maharashtra Coast (Mumbai),19.076,72.8777,2024,6.3
Lakshadweep Islands,10.5667,72.6417,2010,6.0
Andaman and Nicobar Islands,11.7401,92.6586,2013,5.8
Odisha Coast,19.8074,85.8254,2015,9.2
"Vizag, Andhra Pradesh",17.6868,83.2185,2021,5.9
Lakshadweep Islands,10.5667,72.6417,2005,6.9
Andaman and Nicobar Islands,11.7401,92.6586,2014,7.5
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2024,5.7
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2014,5.6
Odisha Coast,19.8074,85.8254,2013,8.4
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2011,6.8
Lakshadweep Islands,10.5667,72.6417,2018,8.5
Lakshadweep Islands,10.5667,72.6417,2008,5.2
Maharashtra Coast (Mumbai),19.076,72.8777,2007,7.2
Lakshadweep Islands,10.5667,72.6417,2021,9.8
"Cuddalore, Tamil Nadu",11.7447,79.768,2012,5.3
Odisha Coast,19.8074,85.8254,2019,7.3
Lakshadweep Islands,10.5667,72.6417,2004,6.3
"Chennai, Tamil Nadu",13.0827,80.2707,2020,7.4
Andaman and Nicobar Islands,11.7401,92.6586,2011,8.1
Kerala Coast,9.9312,76.2673,2015,5.3
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2021,7.7
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2005,6.5
"Chennai, Tamil Nadu",13.0827,80.2707,2019,7.6
"Chennai, Tamil Nadu",13.0827,80.2707,2004,9.0
West Bengal Coast,21.8876,87.7789,2021,6.3
Lakshadweep Islands,10.5667,72.6417,2021,6.0
Odisha Coast,19.8074,85.8254,2014,10.0
Maharashtra Coast (Mumbai),19.076,72.8777,2008,6.2
"Vizag, Andhra Pradesh",17.6868,83.2185,2016,5.5
Andaman and Nicobar Islands,11.7401,92.6586,2017,8.6
Kerala Coast,9.9312,76.2673,2014,9.8
Puducherry,11.9139,79.8145,2009,8.2
Puducherry,11.9139,79.8145,2017,9.5
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2005,5.8
Maharashtra Coast (Mumbai),19.076,72.8777,2006,9.6
Lakshadweep Islands,10.5667,72.6417,2011,6.9
"Chennai, Tamil Nadu",13.0827,80.2707,2013,6.1
"Vizag, Andhra Pradesh",17.6868,83.2185,2004,7.7
Andaman and Nicobar Islands,11.7401,92.6586,2009,5.6
Odisha Coast,19.8074,85.8254,2017,5.6
Lakshadweep Islands,10.5667,72.6417,2006,8.1
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2023,9.1
"Cuddalore, Tamil Nadu",11.7447,79.768,2019,5.6
Kerala Coast,9.9312,76.2673,2006,8.8
Odisha Coast,19.8074,85.8254,2008,7.8
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2007,5.7
Odisha Coast,19.8074,85.8254,2022,6.8
"Chennai, Tamil Nadu",13.0827,80.2707,2017,8.7
Odisha Coast,19.8074,85.8254,2004,9.8
"Chennai, Tamil Nadu",13.0827,80.2707,2020,7.3
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2005,5.6
Lakshadweep Islands,10.5667,72.6417,2024,5.5
Odisha Coast,19.8074,85.8254,2006,6.7
"Chennai, Tamil Nadu",13.0827,80.2707,2010,5.5
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2004,9.4
Maharashtra Coast (Mumbai),19.076,72.8777,2022,7.7
"Chennai, Tamil Nadu",13.0827,80.2707,2017,7.3
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2024,6.9
West Bengal Coast,21.8876,87.7789,2012,6.0
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2013,9.5
Andaman and Nicobar Islands,11.7401,92.6586,2008,5.8
Andaman and Nicobar Islands,11.7401,92.6586,2021,7.0
Puducherry,11.9139,79.8145,2021,8.9
Lakshadweep Islands,10.5667,72.6417,2004,5.5
"Cuddalore, Tamil Nadu",11.7447,79.768,2021,7.4
"Vizag, Andhra Pradesh",17.6868,83.2185,2023,6.9
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2021,6.6
"Chennai, Tamil Nadu",13.0827,80.2707,2012,7.6
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2024,8.7
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2013,6.0
"Vizag, Andhra Pradesh",17.6868,83.2185,2015,6.3
"Chennai, Tamil Nadu",13.0827,80.2707,2011,6.6
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2004,8.8
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2007,7.8
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2004,6.3
Lakshadweep Islands,10.5667,72.6417,2014,7.4
"Chennai, Tamil Nadu",13.0827,80.2707,2021,5.1
Puducherry,11.9139,79.8145,2021,6.4
Maharashtra Coast (Mumbai),19.076,72.8777,2004,6.5
Kerala Coast,9.9312,76.2673,2009,7.5
Kerala Coast,9.9312,76.2673,2013,9.6
"Cuddalore, Tamil Nadu",11.7447,79.768,2004,6.4
West Bengal Coast,21.8876,87.7789,2018,5.3
Lakshadweep Islands,10.5667,72.6417,2020,9.6
"Cuddalore, Tamil Nadu",11.7447,79.768,2008,9.9
"Cuddalore, Tamil Nadu",11.7447,79.768,2007,8.4
"Vizag, Andhra Pradesh",17.6868,83.2185,2023,6.3
"Vizag, Andhra Pradesh",17.6868,83.2185,2008,8.7
Lakshadweep Islands,10.5667,72.6417,2023,5.4
Andaman and Nicobar Islands,11.7401,92.6586,2010,9.9
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2008,6.0
Maharashtra Coast (Mumbai),19.076,72.8777,2005,5.3
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2024,7.9
"Cuddalore, Tamil Nadu",11.7447,79.768,2017,6.1
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2021,5.6
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2018,9.9
"Chennai, Tamil Nadu",13.0827,80.2707,2021,9.6
Odisha Coast,19.8074,85.8254,2016,9.8
Andaman and Nicobar Islands,11.7401,92.6586,2024,7.2
"Chennai, Tamil Nadu",13.0827,80.2707,2004,9.9
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2007,6.4
Odisha Coast,19.8074,85.8254,2012,9.3
Odisha Coast,19.8074,85.8254,2005,7.6
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2012,5.3
West Bengal Coast,21.8876,87.7789,2011,8.5
Andaman and Nicobar Islands,11.7401,92.6586,2011,6.8
"Chennai, Tamil Nadu",13.0827,80.2707,2021,6.5
Andaman and Nicobar Islands,11.7401,92.6586,2011,7.4
West Bengal Coast,21.8876,87.7789,2018,6.3
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2011,9.3
"Vizag, Andhra Pradesh",17.6868,83.2185,2014,7.4
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2018,6.3
Puducherry,11.9139,79.8145,2004,7.4
"Chennai, Tamil Nadu",13.0827,80.2707,2021,7.0
"Chennai, Tamil Nadu",13.0827,80.2707,2017,5.9
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2007,8.1
"Vizag, Andhra Pradesh",17.6868,83.2185,2012,9.8
"Cuddalore, Tamil Nadu",11.7447,79.768,2017,9.4
Lakshadweep Islands,10.5667,72.6417,2016,5.8
West Bengal Coast,21.8876,87.7789,2006,8.6
Lakshadweep Islands,10.5667,72.6417,2021,6.9
West Bengal Coast,21.8876,87.7789,2008,8.5
"Vizag, Andhra Pradesh",17.6868,83.2185,2006,7.4
Andaman and Nicobar Islands,11.7401,92.6586,2022,9.7
"Cuddalore, Tamil Nadu",11.7447,79.768,2006,6.7
Maharashtra Coast (Mumbai),19.076,72.8777,2008,9.4
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2021,7.6
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2011,6.6
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2016,6.8
Maharashtra Coast (Mumbai),19.076,72.8777,2024,7.8
Puducherry,11.9139,79.8145,2018,9.5
Kerala Coast,9.9312,76.2673,2005,7.5
Maharashtra Coast (Mumbai),19.076,72.8777,2021,6.5
"Chennai, Tamil Nadu",13.0827,80.2707,2010,8.7
Andaman and Nicobar Islands,11.7401,92.6586,2018,5.3
"Vizag, Andhra Pradesh",17.6868,83.2185,2009,6.3
"Cuddalore, Tamil Nadu",11.7447,79.768,2004,9.5
West Bengal Coast,21.8876,87.7789,2010,6.0
West Bengal Coast,21.8876,87.7789,2016,9.5
Maharashtra Coast (Mumbai),19.076,72.8777,2014,6.8
"Vizag, Andhra Pradesh",17.6868,83.2185,2024,7.8
Lakshadweep Islands,10.5667,72.6417,2009,7.9
Puducherry,11.9139,79.8145,2020,5.4
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2005,5.1
Andaman and Nicobar Islands,11.7401,92.6586,2009,7.4
"Chennai, Tamil Nadu",13.0827,80.2707,2018,8.7
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2004,5.0
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2021,8.1
"Vizag, Andhra Pradesh",17.6868,83.2185,2014,7.6
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2020,8.3
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2010,9.3
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2016,6.2
Odisha Coast,19.8074,85.8254,2014,8.5
"Vizag, Andhra Pradesh",17.6868,83.2185,2010,7.7
Odisha Coast,19.8074,85.8254,2022,8.7
"Chennai, Tamil Nadu",13.0827,80.2707,2022,5.0
Odisha Coast,19.8074,85.8254,2014,9.5
"Vizag, Andhra Pradesh",17.6868,83.2185,2015,5.1
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2019,8.9
"Chennai, Tamil Nadu",13.0827,80.2707,2007,8.6
Andaman and Nicobar Islands,11.7401,92.6586,2006,9.6
Kerala Coast,9.9312,76.2673,2020,5.5
West Bengal Coast,21.8876,87.7789,2018,6.1
"Chennai, Tamil Nadu",13.0827,80.2707,2023,9.0
Kerala Coast,9.9312,76.2673,2006,6.6
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2014,6.2
Andaman and Nicobar Islands,11.7401,92.6586,2017,6.6
Puducherry,11.9139,79.8145,2005,6.4
Lakshadweep Islands,10.5667,72.6417,2021,7.2
West Bengal Coast,21.8876,87.7789,2018,8.4
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2022,6.3
Puducherry,11.9139,79.8145,2016,8.3
West Bengal Coast,21.8876,87.7789,2006,5.6
Lakshadweep Islands,10.5667,72.6417,2009,6.4
"Cuddalore, Tamil Nadu",11.7447,79.768,2008,5.6
Maharashtra Coast (Mumbai),19.076,72.8777,2009,7.7
Andaman and Nicobar Islands,11.7401,92.6586,2023,9.6
"Vizag, Andhra Pradesh",17.6868,83.2185,2006,9.2
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2022,8.5
"Cuddalore, Tamil Nadu",11.7447,79.768,2005,7.3
"Chennai, Tamil Nadu",13.0827,80.2707,2018,6.8
Puducherry,11.9139,79.8145,2011,6.2
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2008,6.4
"Chennai, Tamil Nadu",13.0827,80.2707,2009,5.4
"Vizag, Andhra Pradesh",17.6868,83.2185,2013,9.2
West Bengal Coast,21.8876,87.7789,2012,7.6
Kerala Coast,9.9312,76.2673,2010,5.2
Odisha Coast,19.8074,85.8254,2007,6.2
"Chennai, Tamil Nadu",13.0827,80.2707,2021,6.8
"Vizag, Andhra Pradesh",17.6868,83.2185,2013,7.7
"Cuddalore, Tamil Nadu",11.7447,79.768,2019,6.5
"Cuddalore, Tamil Nadu",11.7447,79.768,2017,6.0
Andaman and Nicobar Islands,11.7401,92.6586,2017,5.5
"Vizag, Andhra Pradesh",17.6868,83.2185,2023,7.0
Kerala Coast,9.9312,76.2673,2009,7.9
"Vizag, Andhra Pradesh",17.6868,83.2185,2020,7.9
"Cuddalore, Tamil Nadu",11.7447,79.768,2004,7.2
Kerala Coast,9.9312,76.2673,2008,8.9
West Bengal Coast,21.8876,87.7789,2008,8.6
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2013,9.8
Puducherry,11.9139,79.8145,2007,7.1
Lakshadweep Islands,10.5667,72.6417,2008,8.3
"Chennai, Tamil Nadu",13.0827,80.2707,2013,7.5
Maharashtra Coast (Mumbai),19.076,72.8777,2016,6.1
Odisha Coast,19.8074,85.8254,2010,7.5
"Chennai, Tamil Nadu",13.0827,80.2707,2019,8.4
Andaman and Nicobar Islands,11.7401,92.6586,2007,5.8
Maharashtra Coast (Mumbai),19.076,72.8777,2015,5.5
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2015,5.7
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2023,7.5
Maharashtra Coast (Mumbai),19.076,72.8777,2017,5.3
West Bengal Coast,21.8876,87.7789,2008,6.5
"Vizag, Andhra Pradesh",17.6868,83.2185,2016,9.2
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2024,5.2
Puducherry,11.9139,79.8145,2011,8.4
Lakshadweep Islands,10.5667,72.6417,2018,5.5
"Vizag, Andhra Pradesh",17.6868,83.2185,2024,9.8
"Vizag, Andhra Pradesh",17.6868,83.2185,2015,9.3
Odisha Coast,19.8074,85.8254,2006,5.7
"Vizag, Andhra Pradesh",17.6868,83.2185,2015,9.0
Odisha Coast,19.8074,85.8254,2004,6.8
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2008,5.9
Odisha Coast,19.8074,85.8254,2007,5.1
Puducherry,11.9139,79.8145,2011,5.1
Puducherry,11.9139,79.8145,2012,6.8
Lakshadweep Islands,10.5667,72.6417,2017,6.0
"Vizag, Andhra Pradesh",17.6868,83.2185,2009,7.3
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2013,7.0
Lakshadweep Islands,10.5667,72.6417,2006,8.8
Puducherry,11.9139,79.8145,2004,6.5
Maharashtra Coast (Mumbai),19.076,72.8777,2005,9.7
"Chennai, Tamil Nadu",13.0827,80.2707,2024,8.1
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2014,8.8
"Kanyakumari, Tamil Nadu",8.0883,77.5385,2023,6.2
"Chennai, Tamil Nadu",13.0827,80.2707,2012,7.3
West Bengal Coast,21.8876,87.7789,2005,5.8
Odisha Coast,19.8074,85.8254,2007,8.2
"Chennai, Tamil Nadu",13.0827,80.2707,2013,8.2
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2005,8.0
"Cuddalore, Tamil Nadu",11.7447,79.768,2008,8.9
Andaman and Nicobar Islands,11.7401,92.6586,2007,7.6
Lakshadweep Islands,10.5667,72.6417,2006,9.2
"Cuddalore, Tamil Nadu",11.7447,79.768,2023,9.3
Andaman and Nicobar Islands,11.7401,92.6586,2015,6.3
Odisha Coast,19.8074,85.8254,2008,5.7
Maharashtra Coast (Mumbai),19.076,72.8777,2007,9.3
Maharashtra Coast (Mumbai),19.076,72.8777,2018,6.9
Maharashtra Coast (Mumbai),19.076,72.8777,2014,7.5
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2022,8.1
Odisha Coast,19.8074,85.8254,2004,7.1
Kerala Coast,9.9312,76.2673,2008,7.2
Odisha Coast,19.8074,85.8254,2008,6.0
Odisha Coast,19.8074,85.8254,2015,9.7
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2016,8.5
Lakshadweep Islands,10.5667,72.6417,2013,9.6
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2019,9.8
"Srikakulam, Andhra Pradesh",18.2967,83.8938,2023,7.8
"Nagapattinam, Tamil Nadu",10.7654,79.8438,2007,9.1
