Location,Latitude,Longitude,Year,Magnitude
Sikkim,27.533,88.5122,2023,2.9
Meghalaya,25.467,91.3662,2005,8.3
Manipur,24.6637,93.9063,2022,4.7
"Western Ghats, Maharashtra",18.5204,73.8567,2020,8.7
Manipur,24.6637,93.9063,2006,3.4
Manipur,24.6637,93.9063,2006,1.0
Arunachal Pradesh,27.1004,93.6167,2015,1.2
Tripura,23.9408,91.9882,2022,6.1
Meghalaya,25.467,91.3662,2022,6.2
"Western Ghats, Kerala",10.8505,76.2711,2021,4.1
Uttarakhand,30.0668,79.0193,2013,5.9
Tripura,23.9408,91.9882,2024,6.5
Jammu and Kashmir,33.7782,76.5762,2020,2.4
Himachal Pradesh,31.1048,77.1734,2019,1.9
"Western Ghats, Karnataka",14.5204,75.7224,2016,2.2
"Western Ghats, Kerala",10.8505,76.2711,2005,4.0
Meghalaya,25.467,91.3662,2009,6.8
Tamil Nadu,11.1271,78.6569,2017,1.0
Arunachal Pradesh,27.1004,93.6167,2009,7.9
Ladakh,34.1526,77.577,2010,5.7
Himachal Pradesh,31.1048,77.1734,2021,5.6
Sikkim,27.533,88.5122,2013,4.7
Tamil Nadu,11.1271,78.6569,2008,7.7
Manipur,24.6637,93.9063,2022,6.0
Tripura,23.9408,91.9882,2021,7.1
Arunachal Pradesh,27.1004,93.6167,2022,3.5
"Western Ghats, Maharashtra",18.5204,73.8567,2017,3.1
Meghalaya,25.467,91.3662,2023,8.9
Ladakh,34.1526,77.577,2009,2.3
"Western Ghats, Karnataka",14.5204,75.7224,2017,1.2
Mizoram,23.1645,92.9376,2004,9.8
Assam,26.2006,92.9376,2017,3.7
Tripura,23.9408,91.9882,2015,6.6
"Western Ghats, Karnataka",14.5204,75.7224,2015,6.1
Tripura,23.9408,91.9882,2004,8.4
"Western Ghats, Karnataka",14.5204,75.7224,2007,9.1
"Darjeeling, West Bengal",27.036,88.2627,2014,3.7
Himachal Pradesh,31.1048,77.1734,2014,4.8
Andhra Pradesh,15.9129,79.74,2019,1.7
Ladakh,34.1526,77.577,2015,2.9
Mizoram,23.1645,92.9376,2014,5.9
"Western Ghats, Kerala",10.8505,76.2711,2008,1.5
"Western Ghats, Maharashtra",18.5204,73.8567,2019,3.6
Himachal Pradesh,31.1048,77.1734,2015,6.9
Assam,26.2006,92.9376,2020,6.3
Nagaland,26.1584,94.5624,2011,4.1
Assam,26.2006,92.9376,2011,1.6
Andhra Pradesh,15.9129,79.74,2016,5.9
"Darjeeling, West Bengal",27.036,88.2627,2006,5.2
Manipur,24.6637,93.9063,2008,7.7
Andhra Pradesh,15.9129,79.74,2018,2.6
"Western Ghats, Karnataka",14.5204,75.7224,2013,9.6
Andhra Pradesh,15.9129,79.74,2014,1.3
Ladakh,34.1526,77.577,2009,3.3
Ladakh,34.1526,77.577,2009,1.3
"Darjeeling, West Bengal",27.036,88.2627,2009,5.9
Ladakh,34.1526,77.577,2012,3.4
Tripura,23.9408,91.9882,2007,6.8
Nagaland,26.1584,94.5624,2018,3.4
Arunachal Pradesh,27.1004,93.6167,2009,2.7
Ladakh,34.1526,77.577,2009,5.6
Uttarakhand,30.0668,79.0193,2005,1.4
Tripura,23.9408,91.9882,2011,1.5
Arunachal Pradesh,27.1004,93.6167,2004,10.0
"Western Ghats, Karnataka",14.5204,75.7224,2020,2.3
"Western Ghats, Maharashtra",18.5204,73.8567,2004,7.5
Tamil Nadu,11.1271,78.6569,2008,5.2
Uttarakhand,30.0668,79.0193,2017,3.5
Sikkim,27.533,88.5122,2015,7.4
"Western Ghats, Kerala",10.8505,76.2711,2016,3.7
"Darjeeling, West Bengal",27.036,88.2627,2015,7.3
Manipur,24.6637,93.9063,2008,2.5
"Western Ghats, Kerala",10.8505,76.2711,2011,3.0
Himachal Pradesh,31.1048,77.1734,2009,3.3
"Darjeeling, West Bengal",27.036,88.2627,2005,4.1
"Darjeeling, West Bengal",27.036,88.2627,2008,9.0
Meghalaya,25.467,91.3662,2020,3.6
Uttarakhand,30.0668,79.0193,2022,3.3
Ladakh,34.1526,77.577,2018,1.9
Nagaland,26.1584,94.5624,2012,2.8
Nagaland,26.1584,94.5624,2017,4.6
Arunachal Pradesh,27.1004,93.6167,2018,8.5
Uttarakhand,30.0668,79.0193,2023,3.5
Tripura,23.9408,91.9882,2018,3.5
Assam,26.2006,92.9376,2022,9.5
"Western Ghats, Kerala",10.8505,76.2711,2007,6.1
Assam,26.2006,92.9376,2004,5.4
Mizoram,23.1645,92.9376,2014,5.0
Nagaland,26.1584,94.5624,2006,6.7
Sikkim,27.533,88.5122,2017,3.7
Andhra Pradesh,15.9129,79.74,2010,9.0
Uttarakhand,30.0668,79.0193,2016,6.0
Nagaland,26.1584,94.5624,2010,7.6
"Western Ghats, Kerala",10.8505,76.2711,2017,9.6
Jammu and Kashmir,33.7782,76.5762,2007,10.0
"Western Ghats, Kerala",10.8505,76.2711,2018,5.0
Tamil Nadu,11.1271,78.6569,2019,7.3
"Darjeeling, West Bengal",27.036,88.2627,2014,4.5
Sikkim,27.533,88.5122,2013,3.4
Jammu and Kashmir,33.7782,76.5762,2005,7.9
Jammu and Kashmir,33.7782,76.5762,2018,5.6
Himachal Pradesh,31.1048,77.1734,2011,6.2
Nagaland,26.1584,94.5624,2014,1.7
"Darjeeling, West Bengal",27.036,88.2627,2008,1.1
Sikkim,27.533,88.5122,2010,3.6
"Western Ghats, Karnataka",14.5204,75.7224,2018,5.2
"Western Ghats, Maharashtra",18.5204,73.8567,2015,8.4
Sikkim,27.533,88.5122,2010,5.0
Sikkim,27.533,88.5122,2012,3.0
"Western Ghats, Karnataka",14.5204,75.7224,2015,9.6
Assam,26.2006,92.9376,2007,7.7
"Western Ghats, Kerala",10.8505,76.2711,2013,1.4
"Darjeeling, West Bengal",27.036,88.2627,2016,6.5
Tripura,23.9408,91.9882,2017,1.9
"Western Ghats, Kerala",10.8505,76.2711,2015,3.7
Tripura,23.9408,91.9882,2019,3.9
Jammu and Kashmir,33.7782,76.5762,2023,6.2
Assam,26.2006,92.9376,2020,2.3
Sikkim,27.533,88.5122,2020,5.7
"Western Ghats, Kerala",10.8505,76.2711,2007,9.9
Mizoram,23.1645,92.9376,2024,4.2
"Western Ghats, Maharashtra",18.5204,73.8567,2009,7.1
Ladakh,34.1526,77.577,2007,9.5
Andhra Pradesh,15.9129,79.74,2024,4.8
Mizoram,23.1645,92.9376,2023,8.3
Tamil Nadu,11.1271,78.6569,2023,2.3
"Western Ghats, Karnataka",14.5204,75.7224,2015,3.3
Uttarakhand,30.0668,79.0193,2012,6.8
Mizoram,23.1645,92.9376,2018,3.0
Tripura,23.9408,91.9882,2005,9.9
Nagaland,26.1584,94.5624,2015,2.0
Arunachal Pradesh,27.1004,93.6167,2015,9.2
Uttarakhand,30.0668,79.0193,2006,5.1
Andhra Pradesh,15.9129,79.74,2006,10.0
Arunachal Pradesh,27.1004,93.6167,2008,7.6
Meghalaya,25.467,91.3662,2023,4.6
Arunachal Pradesh,27.1004,93.6167,2009,6.6
Tamil Nadu,11.1271,78.6569,2007,7.4
Uttarakhand,30.0668,79.0193,2014,4.9
Meghalaya,25.467,91.3662,2023,1.2
Meghalaya,25.467,91.3662,2016,8.5
"Western Ghats, Kerala",10.8505,76.2711,2023,8.1
Jammu and Kashmir,33.7782,76.5762,2012,4.5
"Western Ghats, Kerala",10.8505,76.2711,2012,4.7
"Darjeeling, West Bengal",27.036,88.2627,2022,2.9
Tripura,23.9408,91.9882,2016,1.5
Andhra Pradesh,15.9129,79.74,2010,7.2
Andhra Pradesh,15.9129,79.74,2013,5.7
Meghalaya,25.467,91.3662,2005,8.8
Himachal Pradesh,31.1048,77.1734,2013,9.7
Assam,26.2006,92.9376,2009,6.6
Tamil Nadu,11.1271,78.6569,2010,8.4
Andhra Pradesh,15.9129,79.74,2021,2.0
Arunachal Pradesh,27.1004,93.6167,2007,5.8
Manipur,24.6637,93.9063,2004,7.4
Sikkim,27.533,88.5122,2009,8.4
Nagaland,26.1584,94.5624,2016,5.1
Himachal Pradesh,31.1048,77.1734,2022,2.0
Tripura,23.9408,91.9882,2017,2.2
"Darjeeling, West Bengal",27.036,88.2627,2006,7.5
"Western Ghats, Karnataka",14.5204,75.7224,2017,8.3
"Western Ghats, Maharashtra",18.5204,73.8567,2019,6.5
Himachal Pradesh,31.1048,77.1734,2018,2.6
Mizoram,23.1645,92.9376,2024,7.2
Tamil Nadu,11.1271,78.6569,2014,2.3
Mizoram,23.1645,92.9376,2019,4.9
Uttarakhand,30.0668,79.0193,2015,2.6
"Western Ghats, Maharashtra",18.5204,73.8567,2024,4.5
Arunachal Pradesh,27.1004,93.6167,2012,7.9
Nagaland,26.1584,94.5624,2004,7.5
Tamil Nadu,11.1271,78.6569,2021,9.6
Meghalaya,25.467,91.3662,2020,9.2
Tripura,23.9408,91.9882,2008,2.0
Ladakh,34.1526,77.577,2021,9.6
Tamil Nadu,11.1271,78.6569,2020,8.9
"Darjeeling, West Bengal",27.036,88.2627,2021,3.5
"Western Ghats, Kerala",10.8505,76.2711,2006,7.2
Ladakh,34.1526,77.577,2016,8.4
Jammu and Kashmir,33.7782,76.5762,2008,5.8
Sikkim,27.533,88.5122,2007,1.2
"Western Ghats, Karnataka",14.5204,75.7224,2021,4.1
Mizoram,23.1645,92.9376,2014,4.5
"Western Ghats, Karnataka",14.5204,75.7224,2019,8.8
Tripura,23.9408,91.9882,2009,3.8
Arunachal Pradesh,27.1004,93.6167,2023,1.5
Ladakh,34.1526,77.577,2010,8.3
Nagaland,26.1584,94.5624,2006,9.7
"Western Ghats, Karnataka",14.5204,75.7224,2023,3.2
Tripura,23.9408,91.9882,2022,4.3
Jammu and Kashmir,33.7782,76.5762,2013,5.0
Tamil Nadu,11.1271,78.6569,2021,3.7
Ladakh,34.1526,77.577,2008,8.3
Arunachal Pradesh,27.1004,93.6167,2010,5.6
Nagaland,26.1584,94.5624,2012,1.2
Arunachal Pradesh,27.1004,93.6167,2008,9.5
Tripura,23.9408,91.9882,2012,2.1
Andhra Pradesh,15.9129,79.74,2018,5.2
Sikkim,27.533,88.5122,2010,8.2
Tamil Nadu,11.1271,78.6569,2024,1.2
Manipur,24.6637,93.9063,2013,5.2
Nagaland,26.1584,94.5624,2009,4.2
"Western Ghats, Maharashtra",18.5204,73.8567,2004,6.7
Mizoram,23.1645,92.9376,2007,4.8
Andhra Pradesh,15.9129,79.74,2016,1.7
Meghalaya,25.467,91.3662,2018,4.7
Manipur,24.6637,93.9063,2018,6.0
Nagaland,26.1584,94.5624,2010,1.2
Himachal Pradesh,31.1048,77.1734,2021,1.5
Assam,26.2006,92.9376,2011,2.7
Ladakh,34.1526,77.577,2008,4.7
Arunachal Pradesh,27.1004,93.6167,2023,9.0
Tamil Nadu,11.1271,78.6569,2014,9.7
Uttarakhand,30.0668,79.0193,2015,6.5
Uttarakhand,30.0668,79.0193,2010,4.3
Sikkim,27.533,88.5122,2019,4.0
Meghalaya,25.467,91.3662,2016,6.6
Himachal Pradesh,31.1048,77.1734,2012,4.8
"Western Ghats, Kerala",10.8505,76.2711,2014,5.1
Nagaland,26.1584,94.5624,2018,1.1
Andhra Pradesh,15.9129,79.74,2024,7.8
Andhra Pradesh,15.9129,79.74,2011,8.4
Manipur,24.6637,93.9063,2021,8.5
"Western Ghats, Kerala",10.8505,76.2711,2014,1.4
Mizoram,23.1645,92.9376,2009,2.4
"Western Ghats, Kerala",10.8505,76.2711,2019,9.5
Sikkim,27.533,88.5122,2024,3.9
Andhra Pradesh,15.9129,79.74,2005,8.5
"Darjeeling, West Bengal",27.036,88.2627,2019,1.6
Jammu and Kashmir,33.7782,76.5762,2024,8.4
Tamil Nadu,11.1271,78.6569,2008,1.0
Tripura,23.9408,91.9882,2016,1.9
Uttarakhand,30.0668,79.0193,2012,8.2
"Darjeeling, West Bengal",27.036,88.2627,2007,9.0
Manipur,24.6637,93.9063,2018,8.3
Andhra Pradesh,15.9129,79.74,2008,8.7
Arunachal Pradesh,27.1004,93.6167,2008,2.6
Manipur,24.6637,93.9063,2015,5.3
Mizoram,23.1645,92.9376,2014,1.0
Uttarakhand,30.0668,79.0193,2008,6.5
Mizoram,23.1645,92.9376,2016,8.9
Assam,26.2006,92.9376,2020,3.3
Tripura,23.9408,91.9882,2018,8.6
Ladakh,34.1526,77.577,2019,5.8
"Western Ghats, Maharashtra",18.5204,73.8567,2023,7.0
Sikkim,27.533,88.5122,2018,5.6
"Western Ghats, Maharashtra",18.5204,73.8567,2011,8.5
Arunachal Pradesh,27.1004,93.6167,2014,6.4
Tripura,23.9408,91.9882,2018,5.2
"Western Ghats, Kerala",10.8505,76.2711,2021,8.2
"Western Ghats, Maharashtra",18.5204,73.8567,2017,7.4
Assam,26.2006,92.9376,2017,2.6
Ladakh,34.1526,77.577,2018,6.9
Himachal Pradesh,31.1048,77.1734,2021,5.4
Himachal Pradesh,31.1048,77.1734,2023,4.4
"Western Ghats, Kerala",10.8505,76.2711,2006,1.7
Arunachal Pradesh,27.1004,93.6167,2005,1.3
Arunachal Pradesh,27.1004,93.6167,2005,7.3
Meghalaya,25.467,91.3662,2020,3.9
Assam,26.2006,92.9376,2016,1.8
Himachal Pradesh,31.1048,77.1734,2010,9.0
Meghalaya,25.467,91.3662,2016,2.8
Uttarakhand,30.0668,79.0193,2020,2.8
"Western Ghats, Kerala",10.8505,76.2711,2013,6.5
Andhra Pradesh,15.9129,79.74,2020,4.0
"Darjeeling, West Bengal",27.036,88.2627,2020,8.1
Tamil Nadu,11.1271,78.6569,2014,5.8
Tamil Nadu,11.1271,78.6569,2010,7.0
Jammu and Kashmir,33.7782,76.5762,2007,2.1
Sikkim,27.533,88.5122,2008,6.8
Himachal Pradesh,31.1048,77.1734,2019,7.3
Tripura,23.9408,91.9882,2014,2.8
Assam,26.2006,92.9376,2016,4.3
Andhra Pradesh,15.9129,79.74,2017,6.8
"Western Ghats, Kerala",10.8505,76.2711,2006,8.6
Meghalaya,25.467,91.3662,2019,5.8
Himachal Pradesh,31.1048,77.1734,2020,1.7
Tripura,23.9408,91.9882,2014,4.7
"Western Ghats, Maharashtra",18.5204,73.8567,2023,3.2
"Western Ghats, Maharashtra",18.5204,73.8567,2016,4.4
Jammu and Kashmir,33.7782,76.5762,2010,4.2
"Western Ghats, Maharashtra",18.5204,73.8567,2011,7.7
"Western Ghats, Karnataka",14.5204,75.7224,2024,7.9
Ladakh,34.1526,77.577,2015,8.6
Nagaland,26.1584,94.5624,2023,1.1
Uttarakhand,30.0668,79.0193,2023,8.6
Tripura,23.9408,91.9882,2021,6.4
Andhra Pradesh,15.9129,79.74,2014,7.1
"Western Ghats, Maharashtra",18.5204,73.8567,2024,2.4
"Western Ghats, Karnataka",14.5204,75.7224,2019,6.8
Arunachal Pradesh,27.1004,93.6167,2009,2.1
Nagaland,26.1584,94.5624,2011,8.5
"Darjeeling, West Bengal",27.036,88.2627,2004,3.0
Tamil Nadu,11.1271,78.6569,2013,4.9
Manipur,24.6637,93.9063,2014,6.4
"Darjeeling, West Bengal",27.036,88.2627,2007,1.9
"Darjeeling, West Bengal",27.036,88.2627,2004,3.1
"Western Ghats, Karnataka",14.5204,75.7224,2014,2.9
Assam,26.2006,92.9376,2019,9.8
Jammu and Kashmir,33.7782,76.5762,2012,2.1
"Western Ghats, Maharashtra",18.5204,73.8567,2012,2.7
"Western Ghats, Kerala",10.8505,76.2711,2022,4.2
Andhra Pradesh,15.9129,79.74,2011,9.0
Sikkim,27.533,88.5122,2023,1.9
Assam,26.2006,92.9376,2015,7.5
Sikkim,27.533,88.5122,2019,9.6
Tripura,23.9408,91.9882,2014,3.0
Andhra Pradesh,15.9129,79.74,2010,6.2
Uttarakhand,30.0668,79.0193,2005,6.2
Manipur,24.6637,93.9063,2008,6.2
"Western Ghats, Maharashtra",18.5204,73.8567,2016,9.0
"Western Ghats, Maharashtra",18.5204,73.8567,2004,7.4
Arunachal Pradesh,27.1004,93.6167,2014,6.7
Jammu and Kashmir,33.7782,76.5762,2017,4.1
"Western Ghats, Kerala",10.8505,76.2711,2021,7.9
Arunachal Pradesh,27.1004,93.6167,2005,5.9
Mizoram,23.1645,92.9376,2022,1.3
Uttarakhand,30.0668,79.0193,2014,6.9
"Western Ghats, Kerala",10.8505,76.2711,2024,5.1
Himachal Pradesh,31.1048,77.1734,2009,1.6
Sikkim,27.533,88.5122,2005,3.8
Assam,26.2006,92.9376,2020,5.7
Nagaland,26.1584,94.5624,2017,3.2
Tamil Nadu,11.1271,78.6569,2023,4.4
"Western Ghats, Maharashtra",18.5204,73.8567,2004,3.5
Jammu and Kashmir,33.7782,76.5762,2019,8.0
Arunachal Pradesh,27.1004,93.6167,2021,1.6
Assam,26.2006,92.9376,2009,5.3
Uttarakhand,30.0668,79.0193,2018,1.5
Uttarakhand,30.0668,79.0193,2009,3.5
Jammu and Kashmir,33.7782,76.5762,2017,3.5
"Western Ghats, Kerala",10.8505,76.2711,2020,5.3
Nagaland,26.1584,94.5624,2015,1.1
Manipur,24.6637,93.9063,2004,1.9
Tamil Nadu,11.1271,78.6569,2006,3.7
Jammu and Kashmir,33.7782,76.5762,2021,3.7
Meghalaya,25.467,91.3662,2016,2.0
Uttarakhand,30.0668,79.0193,2005,9.5
Himachal Pradesh,31.1048,77.1734,2022,2.0
"Western Ghats, Kerala",10.8505,76.2711,2014,9.5
Jammu and Kashmir,33.7782,76.5762,2008,8.4
Ladakh,34.1526,77.577,2006,7.2
Andhra Pradesh,15.9129,79.74,2007,8.6
"Western Ghats, Maharashtra",18.5204,73.8567,2019,9.7
Jammu and Kashmir,33.7782,76.5762,2006,8.8
Tamil Nadu,11.1271,78.6569,2021,6.2
Tamil Nadu,11.1271,78.6569,2022,3.0
Assam,26.2006,92.9376,2022,9.5
Andhra Pradesh,15.9129,79.74,2021,8.1
Jammu and Kashmir,33.7782,76.5762,2023,5.8
Tripura,23.9408,91.9882,2009,4.3
Tamil Nadu,11.1271,78.6569,2008,9.2
Andhra Pradesh,15.9129,79.74,2011,6.6
Mizoram,23.1645,92.9376,2012,8.5
Tamil Nadu,11.1271,78.6569,2023,2.3
Sikkim,27.533,88.5122,2016,6.7
Assam,26.2006,92.9376,2024,5.6
Andhra Pradesh,15.9129,79.74,2004,5.8
Nagaland,26.1584,94.5624,2022,2.1
Mizoram,23.1645,92.9376,2021,9.9
Andhra Pradesh,15.9129,79.74,2012,9.4
Arunachal Pradesh,27.1004,93.6167,2011,6.2
Assam,26.2006,92.9376,2020,2.2
"Darjeeling, West Bengal",27.036,88.2627,2012,5.0
Mizoram,23.1645,92.9376,2021,3.4
Arunachal Pradesh,27.1004,93.6167,2014,1.3
Andhra Pradesh,15.9129,79.74,2007,7.9
Mizoram,23.1645,92.9376,2021,2.5
Jammu and Kashmir,33.7782,76.5762,2023,9.1
Arunachal Pradesh,27.1004,93.6167,2010,4.0
Manipur,24.6637,93.9063,2008,3.7
Andhra Pradesh,15.9129,79.74,2004,4.1
Mizoram,23.1645,92.9376,2021,5.7
Sikkim,27.533,88.5122,2008,9.8
Himachal Pradesh,31.1048,77.1734,2012,1.8
Tamil Nadu,11.1271,78.6569,2014,8.6
Mizoram,23.1645,92.9376,2021,3.9
Andhra Pradesh,15.9129,79.74,2013,7.8
"Darjeeling, West Bengal",27.036,88.2627,2004,2.6
Himachal Pradesh,31.1048,77.1734,2004,8.5
Himachal Pradesh,31.1048,77.1734,2021,1.2
Assam,26.2006,92.9376,2023,3.1
Uttarakhand,30.0668,79.0193,2016,7.2
Arunachal Pradesh,27.1004,93.6167,2005,5.2
"Western Ghats, Maharashtra",18.5204,73.8567,2018,6.8
Jammu and Kashmir,33.7782,76.5762,2022,9.7
Jammu and Kashmir,33.7782,76.5762,2022,6.1
Nagaland,26.1584,94.5624,2007,5.0
Mizoram,23.1645,92.9376,2007,9.2
Sikkim,27.533,88.5122,2008,8.2
Meghalaya,25.467,91.3662,2011,5.1
Sikkim,27.533,88.5122,2007,3.7
Arunachal Pradesh,27.1004,93.6167,2015,5.1
Uttarakhand,30.0668,79.0193,2017,3.8
Uttarakhand,30.0668,79.0193,2013,8.3
Uttarakhand,30.0668,79.0193,2011,5.9
"Western Ghats, Kerala",10.8505,76.2711,2013,5.7
Arunachal Pradesh,27.1004,93.6167,2005,4.3
Assam,26.2006,92.9376,2013,1.2
"Western Ghats, Kerala",10.8505,76.2711,2010,3.7
Manipur,24.6637,93.9063,2023,2.3
Uttarakhand,30.0668,79.0193,2009,8.6
"Western Ghats, Maharashtra",18.5204,73.8567,2018,9.0
"Western Ghats, Kerala",10.8505,76.2711,2020,1.2
Tamil Nadu,11.1271,78.6569,2019,3.2
Meghalaya,25.467,91.3662,2011,4.9
"Darjeeling, West Bengal",27.036,88.2627,2008,2.5
"Darjeeling, West Bengal",27.036,88.2627,2020,9.1
Sikkim,27.533,88.5122,2020,2.0
Assam,26.2006,92.9376,2016,2.0
Meghalaya,25.467,91.3662,2004,5.7
"Darjeeling, West Bengal",27.036,88.2627,2011,2.1
Sikkim,27.533,88.5122,2023,7.7
Nagaland,26.1584,94.5624,2005,4.2
Sikkim,27.533,88.5122,2008,3.7
Jammu and Kashmir,33.7782,76.5762,2012,3.2
"Western Ghats, Kerala",10.8505,76.2711,2018,6.4
Tamil Nadu,11.1271,78.6569,2004,9.7
Assam,26.2006,92.9376,2014,8.0
Himachal Pradesh,31.1048,77.1734,2021,8.7
"Western Ghats, Karnataka",14.5204,75.7224,2017,3.0
Tamil Nadu,11.1271,78.6569,2024,1.9
Uttarakhand,30.0668,79.0193,2013,2.4
Assam,26.2006,92.9376,2023,5.8
Sikkim,27.533,88.5122,2023,4.5
"Western Ghats, Karnataka",14.5204,75.7224,2015,6.3
Nagaland,26.1584,94.5624,2019,1.8
Tripura,23.9408,91.9882,2007,4.5
Mizoram,23.1645,92.9376,2016,7.7
Meghalaya,25.467,91.3662,2006,4.7
Uttarakhand,30.0668,79.0193,2013,4.6
"Western Ghats, Kerala",10.8505,76.2711,2014,4.1
Manipur,24.6637,93.9063,2016,5.9
Nagaland,26.1584,94.5624,2018,7.1
Sikkim,27.533,88.5122,2009,1.5
Nagaland,26.1584,94.5624,2010,6.3
Manipur,24.6637,93.9063,2005,5.6
Tamil Nadu,11.1271,78.6569,2010,7.1
Andhra Pradesh,15.9129,79.74,2024,6.9
Tripura,23.9408,91.9882,2024,1.3
Ladakh,34.1526,77.577,2023,2.3
Himachal Pradesh,31.1048,77.1734,2020,4.5
Jammu and Kashmir,33.7782,76.5762,2013,4.4
Himachal Pradesh,31.1048,77.1734,2022,4.6
Tamil Nadu,11.1271,78.6569,2019,6.2
Uttarakhand,30.0668,79.0193,2011,3.6
"Western Ghats, Karnataka",14.5204,75.7224,2004,5.0
Andhra Pradesh,15.9129,79.74,2010,5.3
Himachal Pradesh,31.1048,77.1734,2015,2.2
Tamil Nadu,11.1271,78.6569,2021,6.1
Andhra Pradesh,15.9129,79.74,2016,1.2
Jammu and Kashmir,33.7782,76.5762,2008,9.6
Tamil Nadu,11.1271,78.6569,2009,1.3
Mizoram,23.1645,92.9376,2024,3.0
Sikkim,27.533,88.5122,2018,4.2
Manipur,24.6637,93.9063,2016,1.1
"Western Ghats, Kerala",10.8505,76.2711,2019,7.9
"Western Ghats, Kerala",10.8505,76.2711,2021,3.1
Manipur,24.6637,93.9063,2016,4.7
"Darjeeling, West Bengal",27.036,88.2627,2023,8.7
Andhra Pradesh,15.9129,79.74,2010,3.1
"Western Ghats, Maharashtra",18.5204,73.8567,2018,5.7
Manipur,24.6637,93.9063,2009,9.4
Meghalaya,25.467,91.3662,2015,9.7
"Western Ghats, Kerala",10.8505,76.2711,2012,6.3
"Western Ghats, Maharashtra",18.5204,73.8567,2016,6.0
Tripura,23.9408,91.9882,2018,7.4
"Darjeeling, West Bengal",27.036,88.2627,2011,4.7
Uttarakhand,30.0668,79.0193,2024,7.9
Ladakh,34.1526,77.577,2017,4.5
Assam,26.2006,92.9376,2018,6.0
Mizoram,23.1645,92.9376,2017,2.4
Tamil Nadu,11.1271,78.6569,2017,9.8
Mizoram,23.1645,92.9376,2005,4.5
"Darjeeling, West Bengal",27.036,88.2627,2016,4.1
Meghalaya,25.467,91.3662,2009,5.3
Assam,26.2006,92.9376,2004,4.9
Himachal Pradesh,31.1048,77.1734,2017,1.4
Uttarakhand,30.0668,79.0193,2015,2.8
"Darjeeling, West Bengal",27.036,88.2627,2018,2.2
"Western Ghats, Karnataka",14.5204,75.7224,2009,9.0
Manipur,24.6637,93.9063,2020,4.1
"Western Ghats, Kerala",10.8505,76.2711,2012,4.5
"Western Ghats, Karnataka",14.5204,75.7224,2021,3.8
Nagaland,26.1584,94.5624,2014,1.4
"Western Ghats, Maharashtra",18.5204,73.8567,2009,5.5
Mizoram,23.1645,92.9376,2013,2.7
Assam,26.2006,92.9376,2022,5.4
Andhra Pradesh,15.9129,79.74,2023,6.3
"Darjeeling, West Bengal",27.036,88.2627,2012,1.1
Tamil Nadu,11.1271,78.6569,2008,1.9
"Darjeeling, West Bengal",27.036,88.2627,2012,1.5
Manipur,24.6637,93.9063,2021,6.3
Mizoram,23.1645,92.9376,2009,5.3
Jammu and Kashmir,33.7782,76.5762,2005,4.4
Tripura,23.9408,91.9882,2016,2.0
Tripura,23.9408,91.9882,2008,4.9
Himachal Pradesh,31.1048,77.1734,2007,5.4
Tripura,23.9408,91.9882,2008,6.5
Himachal Pradesh,31.1048,77.1734,2015,8.4
Meghalaya,25.467,91.3662,2008,8.4
Manipur,24.6637,93.9063,2019,2.3
Andhra Pradesh,15.9129,79.74,2013,9.3
Manipur,24.6637,93.9063,2008,1.6
Sikkim,27.533,88.5122,2016,3.0
Andhra Pradesh,15.9129,79.74,2009,5.4
Andhra Pradesh,15.9129,79.74,2017,3.6
"Western Ghats, Karnataka",14.5204,75.7224,2021,9.2
Jammu and Kashmir,33.7782,76.5762,2011,3.1
Nagaland,26.1584,94.5624,2013,8.7
Mizoram,23.1645,92.9376,2008,3.3
Uttarakhand,30.0668,79.0193,2016,3.2
"Western Ghats, Karnataka",14.5204,75.7224,2020,6.4
Uttarakhand,30.0668,79.0193,2016,10.0
Jammu and Kashmir,33.7782,76.5762,2014,6.2
Himachal Pradesh,31.1048,77.1734,2011,4.1
"Western Ghats, Kerala",10.8505,76.2711,2012,7.0
Jammu and Kashmir,33.7782,76.5762,2009,2.8
Mizoram,23.1645,92.9376,2005,1.2
Mizoram,23.1645,92.9376,2017,4.2
Arunachal Pradesh,27.1004,93.6167,2021,2.4
Tripura,23.9408,91.9882,2021,6.7
Manipur,24.6637,93.9063,2017,4.3
Andhra Pradesh,15.9129,79.74,2022,2.3
Himachal Pradesh,31.1048,77.1734,2022,8.1
Uttarakhand,30.0668,79.0193,2012,4.3
"Western Ghats, Kerala",10.8505,76.2711,2008,9.2
Assam,26.2006,92.9376,2006,9.1
Assam,26.2006,92.9376,2013,5.5
Andhra Pradesh,15.9129,79.74,2008,6.3
Nagaland,26.1584,94.5624,2023,4.8
Nagaland,26.1584,94.5624,2014,4.1
Himachal Pradesh,31.1048,77.1734,2008,7.4
"Western Ghats, Kerala",10.8505,76.2711,2011,9.3
Sikkim,27.533,88.5122,2022,4.3
Tripura,23.9408,91.9882,2015,9.9
Himachal Pradesh,31.1048,77.1734,2017,8.5
Meghalaya,25.467,91.3662,2008,6.5
"Western Ghats, Kerala",10.8505,76.2711,2006,3.8
Meghalaya,25.467,91.3662,2011,7.5
Mizoram,23.1645,92.9376,2005,2.9
Jammu and Kashmir,33.7782,76.5762,2011,6.8
Tamil Nadu,11.1271,78.6569,2013,2.0
Jammu and Kashmir,33.7782,76.5762,2009,1.5
Jammu and Kashmir,33.7782,76.5762,2019,5.4
